"","AI_trustworthy_chr","task_difficulty_chr","AI_help_count","Feedback","StartDate","Duration (in seconds)","Finished","ResponseId","PROLIFIC_PID","mTurkCode","year_born","gender_chr","education_chr","Group","Consent1_chr","Consent2_chr","Attn_check1_chr","Attn_check2_chr","sea_slug_resp","swimming_trunks_resp","megalith_resp","brown_bear_resp","nails_resp","chickpea_resp","goblet_resp","monitor_resp","spider_monkey_resp","gazania_resp","marimba_resp","football_helmet_resp","madagascar_cat_resp","shrimp_resp","mite_resp","nightsnake_resp","basenji_resp","vacuum_resp","cherry_resp","ruffed_grouse_resp","metronome_resp","envelope_resp","logwood_resp","fragrant_orchid_resp","howler_monkey_resp","sea_slug_conf","swimming_trunks_conf","megalith_conf","brown_bear_conf","nails_conf","chickpea_conf","goblet_conf","monitor_conf","spider_monkey_conf","gazania_conf","marimba_conf","football_helmet_conf","madagascar_cat_conf","shrimp_conf","mite_conf","nightsnake_conf","basenji_conf","vacuum_conf","cherry_conf","ruffed_grouse_conf","metronome_conf","envelope_conf","logwood_conf","fragrant_orchid_conf","sea_slug_time","swimming_trunks_time","megalith_time","brown_bear_time","nails_time","chickpea_time","goblet_time","monitor_time","spider_monkey_time","gazania_time","marimba_time","football_helmet_time","madagascar_cat_time","shrimp_time","mite_time","nightsnake_time","basenji_time","vacuum_time","cherry_time","ruffed_grouse_time","metronome_time","envelope_time","logwood_time","fragrant_orchid_time","age","college","male_num","AI_trustworthy_in_num","Task_difficulty_in_num","AI_help_percent","One_AI_bar","One_AI_nobar","Five_AI_bar","Five_AI_nobar","Five_AI_ABC","Control","AI","One_AI","Five_AI","bar","nobar","sea_slug","swimming_trunks","megalith","brown_bear","nail","chickpea","goblet","monitor","spider_monkey","gazania","marimba","football_helmet","madagascar_cat","shrimp","mite","night_snake","basenji","vacuum","cherry","ruffed_grouse","metronome","envelope","logwood","fragrant_orchid","howler_monkey","attn_check1_num","attn_check2_num","attn_check3_num","attn_check_sum","attn_check","avg_conf","avg_time_spent_per_Q","sea_slug_exact_match","swimming_trunks_exact_match","megalith_exact_match","brown_bear_exact_match","nail_exact_match","chickpea_exact_match","goblet_exact_match","monitor_exact_match","spider_monkey_exact_match","gazania_exact_match","marimba_exact_match","football_helmet_exact_match","madagascar_cat_exact_match","shrimp_exact_match","mite_exact_match","night_snake_exact_match","basenji_exact_match","vacuum_exact_match","cherry_exact_match","ruffed_grouse_exact_match","metronome_exact_match","envelope_exact_match","logwood_exact_match","fragrant_orchid_exact_match","sea_slug_synonym","swimming_trunks_synonym","megalith_synonym","brown_bear_synonym","nail_synonym","chickpea_synonym","goblet_synonym","monitor_synonym","spider_monkey_synonym","gazania_synonym","marimba_synonym","football_helmet_synonym","madagascar_cat_synonym","shrimp_synonym","mite_synonym","night_snake_synonym","basenji_synonym","vacuum_synonym","cherry_synonym","ruffed_grouse_synonym","metronome_synonym","envelope_synonym","logwood_synonym","fragrant_orchid_synonym","sea_slug_present","swimming_trunks_present","megalith_present","brown_bear_present","nail_present","chickpea_present","goblet_present","monitor_present","spider_monkey_present","gazania_present","marimba_present","football_helmet_present","madagascar_cat_present","shrimp_present","mite_present","night_snake_present","basenji_present","vacuum_present","cherry_present","ruffed_grouse_present","metronome_present","envelope_present","logwood_present","fragrant_orchid_present","sea_slug_category","swimming_trunks_category","megalith_category","brown_bear_category","nail_category","chickpea_category","goblet_category","monitor_category","spider_monkey_category","gazania_category","marimba_category","football_helmet_category","madagascar_cat_category","shrimp_category","mite_category","night_snake_category","basenji_category","vacuum_category","cherry_category","ruffed_grouse_category","metronome_category","envelope_category","logwood_category","fragrant_orchid_category","exact_match_answers_sum","synonym_answers_sum","present_answers_sum","category_answers_sum","exact_match_answers_as_percent","synonym_answers_as_percent","present_answers_as_percent","category_answers_as_percent"
"11",NA,"Extremely difficult",NA,NA,2020-05-08 14:27:56,"365","True","R_RCYh9EY7qZfZ681","5ac68755fa3b4e0001737f38","29481",1985,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific","sea urchin","blue and white shorts","stonehenge","brown bear","4 nails","potato salad","blue vase","computer screen","howler monkey","sunflower","xylophone","signed ball","raccoon","food","crab","scary snake","chihuana","mobile phone charger","dalmation","bird","heartbeat","icicycles","two brown and blue tents","white flower","howler monkey",0.2,0.6,0,1,0.2,0.2,0.2,0.2,0,0.4,0.8,0,0.2,0,0,0,0.2,0.2,1,0,0,0,0.2,0,12.754,10.954,18.652,9.577,6.041,12.575,9.101,6.3,8.664,7.18,11.496,9.544,14.089,15.905,7.253,9.347,11.023,17.72,9.159,6.404,14.182,15.844,18.182,9.827,35,1,0,NA,5,NA,0,0,0,0,0,1,0,0,0,0,0,"synonym","synonym","category","correct","correct","category","category","synonym","wrong","synonym","category","wrong","wrong","category","wrong","category","wrong","wrong","present","category","present","wrong","present","category","correct",1,1,1,3,1,0.233333333333333,11.323875,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,2,6,9,17,0.0833333333333333,0.25,0.375,0.708333333333333
"12","Somewhat untrustworthy","Somewhat easy",10,NA,2020-05-08 14:27:13,"576","True","R_2dnbHyJFchSQYuJ","5e9368b94613916a1256cecc","201383",1999,"Female","2 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpea","goblet","desktop computer","spider monkey","sunflower","thimble","football helmet","spider monkey","shrimp","tick","horned viper","basenji","hand bower","dalmatian","pheasant","pencil sharpener","envelope","tent","cymbid","howler monkey",0.8,1,0.2,1,1,0.8,0.4,1,0.6,1,0,1,0.4,1,0.8,0.2,0.2,0.2,1,0.2,0,0.8,1,0,17.26,40.901,23,6.862,5.856,20.368,14.371,12.363,11.592,8.793,16.302,42.013,17.994,8.692,11.701,24.725,27.987,14.559,15.111,13.298,51.732,12.333,13.306,12.251,21,0,0,2,2,0.4,0,0,0,0,1,0,1,0,1,0,1,"correct","correct","correct","correct","correct","correct","correct","synonym","correct","synonym","category","correct","wrong","correct","category","wrong","correct","wrong","present","wrong","wrong","correct","present","wrong","correct",1,1,1,3,1,0.608333333333333,18.47375,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,12,14,16,18,0.5,0.583333333333333,0.666666666666667,0.75
"13","Somewhat trustworthy","Somewhat easy",13,NA,2020-05-08 14:29:50,"444","True","R_2X7CgGYRmJZia18","5b292e641887d40001799556","3155",1998,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Detailed","sea slug","mens swimming shorts/trunks","megalith","two brown bears","multiple nails","chickpea bowl","challace/goblet","computer monitor","howler monkey","african daisies","thread","signed american football helmet","ring tailed lemur","cooked shrimp","mite/lice","snake","basenji","usb powered brush","dalmatian with cherries","partridge","metronome","decorated wall","tents","coelogyne","howler monkey",0.4,0.8,1,0.8,0.8,0.8,0.6,0.8,0.4,0.8,0.4,0.8,1,0.8,0.4,0.6,0.8,0.2,0.8,1,1,0.6,0.8,0.4,10.573,17.325,19.273,9.174,6.677,24.5,9.938,10.814,14.155,18.734,15.373,10.98,7.901,10.708,8.915,8.627,16.803,28.079,13.371,12.267,8.68,13.169,14.755,32.944,22,1,0,4,2,0.52,0,1,0,0,0,0,1,1,0,0,1,"correct","correct","correct","correct","correct","correct","correct","correct","wrong","synonym","wrong","correct","synonym","correct","correct","category","correct","wrong","correct","wrong","correct","wrong","present","synonym","correct",1,0,1,2,0,0.7,14.3222916666667,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,14,17,18,19,0.583333333333333,0.708333333333333,0.75,0.791666666666667
"14","Somewhat untrustworthy","Somewhat easy",12,NA,2020-05-08 14:27:59,"570","True","R_2EE1AiJqwXXIwSD","5ea87cc7ae8c352b48ad68d9","694709",1972,"Male","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpeas","goblet","crt vdu","howler monkey","gazania","needle and thread","football helmet signed","ring tailed lemur","shrimp","mite","hognose snake","basenji","usb hoover","dalmatian","partridge","metronome","items on cloth","tents in garden","coelogyne","howler monkey",0.8,1,0.8,1,1,0.8,1,1,1,0.8,0.8,1,1,0.8,1,0.8,1,0.8,0.8,1,0.8,0.8,1,0.8,11.387,26.534,14.34,15.972,9.073,28.269,9.609,18.22,13.835,14.576,26.316,18.303,20.486,15.389,9.23,16.302,9.868,42.423,21.74,10.577,12.771,35.082,14.441,23.096,48,1,1,2,2,0.48,0,1,0,0,0,0,1,1,0,0,1,"correct","correct","correct","correct","correct","correct","correct","wrong","wrong","correct","wrong","correct","synonym","correct","correct","wrong","correct","category","present","wrong","correct","wrong","present","synonym","correct",1,1,1,3,1,0.9,18.2432916666667,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,13,15,17,18,0.541666666666667,0.625,0.708333333333333,0.75
"15","Somewhat trustworthy","Somewhat difficult",12,"N/A",2020-05-08 14:33:17,"353","True","R_31XUfqfI9EGOmjD","5e8ce612d1ee0909a493975e","311520",1999,"Male","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpea","goblet","computer monitor","howler monkey","sunflower","yarn","football helmet","lemur","shrimp","mite","hognose snake","basenji","electric comb","dalmatian","partridge","metronome","letter","tents","coelogyne","howler monkey",0.6,1,0.6,1,1,1,1,1,0.2,0.4,0.4,1,0.8,0.8,0.6,0.4,1,0.2,1,0.8,1,0.8,1,0.2,9.242,9.853,8.703,4.851,11.486,8.821,6.463,12.423,12.941,10.365,11.519,6.959,5.856,17.059,8.189,18.705,7.366,23.089,8.083,6.597,8.169,15.439,3.915,6.501,21,0,1,4,4,0.48,1,0,0,0,0,0,1,1,0,1,0,"correct","correct","correct","correct","correct","correct","correct","correct","wrong","synonym","wrong","correct","synonym","correct","correct","wrong","correct","wrong","present","wrong","correct","correct","present","synonym","correct",1,1,1,3,1,0.741666666666667,10.1080833333333,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,14,17,19,19,0.583333333333333,0.708333333333333,0.791666666666667,0.791666666666667
"16","Somewhat trustworthy","Somewhat difficult",17,NA,2020-05-08 14:27:34,"739","True","R_vOEEcqCmlQn17pv","5be2878391deed00015ac7f3","295789",1979,"Male","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","short pants","megalith","brown bear","nail","cauliflower","goblet","desktop computer","howler monkey","sunflower","thimble","hard hat","howler monkey","shrimp","mite","hognose snake","basenji","hand blower","grape","pheasant","pencil sharpener","chest","tent","dendrobium","howler monkey",0.4,0.4,0.8,0.4,0.8,0.4,0.4,0.8,0.4,0.8,0.2,0.4,0.4,0.4,0.8,0.2,0.6,0.8,0.2,0.4,0.4,0.2,0.6,0,20.017,31.213,24.298,43.3,13.784,20.5,12.512,31.026,7.843,17.423,37.701,25.958,82.374,11.834,32.194,18.919,55.847,22.958,24.034,8.625,23.499,24.6,13.36,19.589,41,1,1,4,4,0.68,0,0,0,1,0,0,1,0,1,0,1,"correct","category","correct","correct","correct","wrong","correct","synonym","wrong","synonym","category","wrong","wrong","correct","correct","wrong","correct","wrong","wrong","wrong","wrong","wrong","present","synonym","correct",1,1,1,3,1,0.466666666666667,25.9753333333333,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,8,11,12,14,0.333333333333333,0.458333333333333,0.5,0.583333333333333
"17","I don't know","Somewhat difficult",5,NA,2020-05-08 14:29:54,"629","True","R_2xwQFfnK3pJI78I","5964f6f6a670a100019423e3","874818",1970,"Female","Less than high school","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nail","chickpea","goblet","desktop computer","spider monkey","african daisy","lens cap","football helmet","indri","shrimp","mite","night snake","basenji","flash memory","dalmatian","ruffed grouse","whistle","envelope","tent","stanhopea","howler monkey",0,0.8,1,1,1,0.8,1,1,0.8,0.2,0,1,0.2,0,0.2,0,1,0.6,1,0.2,0,0.8,1,0,17.163,13.863,8.95,9.35,98.469,14.957,9.097,10.775,12.498,14.486,12.835,120.61,16.649,13.952,8.905,15.641,7.54,37.637,8.073,13.465,18.893,15.649,7.827,13.854,50,NA,0,3,4,0.2,0,0,0,0,1,0,1,0,1,0,1,"correct","correct","correct","correct","correct","correct","correct","synonym","correct","synonym","wrong","correct","category","correct","correct","correct","correct","wrong","present","correct","wrong","correct","present","wrong","correct",1,1,1,3,1,0.566666666666667,21.7140833333333,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,15,17,19,20,0.625,0.708333333333333,0.791666666666667,0.833333333333333
"18",NA,"Somewhat easy",NA,"Format was clear",2020-05-08 14:33:07,"443","True","R_125AAeTTWmalQdG","5ea2b5c813b2901da1fd4c89","394902",1997,"Female","4 year degree","Control","Yes","Yes","Monkey","Be Specific","anemone","legs wearing shorts","rocks in landscape","bears","nails","salad","blue vase","computer (old)","monkey","sunflower","xylophone with sticks","signed helmet","lemur","fried shrimp","insect","snake","dog","electric razor","dalmatian","bird","metronome","arts and crafts","tents","flowers","monkey",0.6,0.8,0.6,1,1,0.4,1,1,1,0.8,0.8,1,1,1,0.4,1,1,1,0.6,0.8,0.8,0.2,0.8,1,14.183,12.028,23.968,6.675,4.713,8.776,7.535,9.598,8.146,10.238,18.101,13.356,5.477,10.475,7.446,5.403,7.599,14.682,17.98,5.627,6.538,15.069,25.508,33.205,23,1,0,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,"synonym","present","present","correct","correct","category","category","synonym","category","synonym","category","present","synonym","correct","category","category","category","wrong","present","category","correct","present","present","category","category",0,1,0,1,0,0.816666666666667,12.18025,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,8,14,23,0.166666666666667,0.333333333333333,0.583333333333333,0.958333333333333
"19","Somewhat untrustworthy","Somewhat difficult",14,NA,2020-05-08 14:34:10,"387","True","R_esVcUqBBaD25hJL","5cc4c0dd52ee220017a54679","939441",2001,"Female","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming shorts","megalith","brown bear","nail","chickpea","vase","computer","howler monkey","sunflower","knitting needles","baseball helmet","squirrel monkey","shrimp","red ant","hognose snake","jack russel","aux","dalmatian","partridge","cello","christmas decorations","tent","coelgyne","howler monkey",0,1,0.6,0.8,1,0.2,0.2,1,0.2,0.4,0.4,0.6,0.6,0.4,0.2,0,0.2,0.2,0.6,0.6,0,0.8,0.8,0.2,8.648,12.894,20.82,7.966,11.292,9.061,6.114,9.698,7.692,15.692,9.402,9.687,6.915,5.637,8.532,19.11,15.071,9.959,7.957,11.336,14.476,11.85,4.976,6.585,19,0,0,2,4,0.56,0,1,0,0,0,0,1,1,0,0,1,"correct","correct","correct","correct","correct","correct","category","synonym","wrong","synonym","wrong","wrong","category","correct","wrong","wrong","wrong","wrong","present","wrong","wrong","present","present","synonym","correct",1,1,1,3,1,0.458333333333333,10.47375,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,7,10,13,15,0.291666666666667,0.416666666666667,0.541666666666667,0.625
"20","Somewhat trustworthy","Somewhat easy",20,NA,2020-05-08 14:34:06,"393","True","R_3PYLaqXVxapjawO","5c2e564a8a20f50001ea086c","754522",1998,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Generic","sea slug","swimming trunks","megalith","brownbear","nail","chickpea","goblet","computer","howler monkey","gazania","thimble","crash helmet","squirrel monkey","shrimp","mite","hognose snake","basenji","hand blower","dalmation","partridge","cello","handkerchief","yurt","coelogyne","howler monkey",1,0.8,0.4,1,1,1,1,0.8,0.8,1,1,1,1,1,0.4,1,1,0.8,0.6,1,0.6,0.6,0.8,0.8,12.903,9.159,11.895,8.464,6.958,10.202,7.478,14.898,6.515,9.611,15.248,8.89,10.304,7.984,6.157,7.86,9.993,16.654,10.498,8.569,10.033,22.289,7.301,13.124,22,1,0,4,2,0.8,0,0,1,0,0,0,1,0,1,1,0,"correct","correct","correct","correct","correct","correct","correct","synonym","wrong","correct","category","wrong","category","correct","correct","wrong","correct","wrong","present","wrong","wrong","wrong","wrong","synonym","correct",1,0,1,2,0,0.85,10.541125,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,11,13,14,16,0.458333333333333,0.541666666666667,0.583333333333333,0.666666666666667
"21","Somewhat trustworthy","Somewhat difficult",15,NA,2020-05-08 14:27:50,"779","True","R_10qJLGkgWX1dGrA","5759cae3970f470006c90e71","198896",1976,"Female","2 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","stones","brown bear","nails","chickpea","goblet","monitor","howler monkey","sunflower","yarn","crash helmet","lemur","shrimp","mite","grass snake","whippet","charger","dalmation","partridge","tachograph","christmas decoration","yurt","orchid","howler monkey",0.4,1,0,1,1,0.8,1,1,0.8,0.2,0.4,0.8,0.8,0.8,0.2,0,0.2,0,1,1,0.2,0.4,0.8,0.2,16.357,15.142,18.58,13.818,12.645,20.001,11.186,11.547,20.698,19.339,16.482,19.079,13.746,11.501,21.137,32.752,40.381,41.879,10.225,11.898,20.602,63.118,28.501,32.101,44,0,0,4,4,0.6,1,0,0,0,0,0,1,1,0,1,0,"correct","correct","category","correct","correct","correct","correct","correct","wrong","synonym","wrong","wrong","synonym","correct","correct","category","wrong","wrong","present","wrong","wrong","present","wrong","category","correct",1,1,1,3,1,0.583333333333333,21.7797916666667,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,9,11,13,16,0.375,0.458333333333333,0.541666666666667,0.666666666666667
"22",NA,"Somewhat difficult",NA,NA,2020-05-08 14:34:56,"355","True","R_1CrJsK4qtSXtt6E","59cce7e1f7b7a00001197f4c","756918",1997,"Female","Some college","Control","Yes","Yes","Howler Monkey","Be Detailed","sea animal","blue shorts","stone henge","two brown bears","4 nails","potatoes","blue vase","computer desktop","howler monkey","yellow flower","ball of string","signed hockey helmet","lemur","fried shrimp","spider","snake","dog","usb dust cleaner","dalmatian behind cherries","bird","pentameter","christmas decorations","two tents","white plant","howler monkey",0.4,0.8,0.8,1,0.8,0.8,1,1,1,1,1,1,0.4,1,0.2,1,1,0.8,1,0.8,0.8,0.6,1,0.8,4.694,8.551,8.265,11.52,17.068,10.769,10.71,10.727,13.993,13.796,11.285,11.625,12.683,8.828,9.634,6.775,6.73,14.069,16.207,9.572,19.243,22.972,8,8.835,23,0,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,"wrong","category","wrong","correct","correct","wrong","category","synonym","wrong","present","wrong","wrong","synonym","correct","wrong","category","category","category","correct","category","wrong","present","present","category","correct",1,0,1,2,0,0.833333333333333,11.5229583333333,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,4,6,9,16,0.166666666666667,0.25,0.375,0.666666666666667
"23","Somewhat trustworthy","Somewhat easy",4,NA,2020-05-08 14:34:41,"372","True","R_31jfcKCFjR7fGBP","5c3e564d38ac8200017b979f","727885",1990,"Female","Some college","5AI_ABC","Yes","Yes","Spider Monkey","Be Specific","coral reef","swimming trunks","cliff","brown bear","nail","chickpea","goblet","desktop computer","spider monkey","sunflower","thimble","crash helmet","spider monkey","shrimp","mite","hog nose snake","corgi","flash memory","dalmatian","pheasant","cello","envelope","tent","dendrobium","spider monkey",0.8,0.8,0.4,1,1,0.6,0.6,1,0.6,1,0.2,0.8,0.4,0.8,0.4,0.6,0.6,0.4,0.8,0.6,0.6,0.6,1,0.4,8.002,7.112,16.363,6.964,4.404,11.199,15.466,9.187,9.004,5.25,29.993,9.653,9.059,5.537,8.228,11.456,8.967,17.849,8.08,9.03,18.205,11.628,8.861,17.62,30,0,0,4,2,0.16,0,0,0,0,1,0,1,0,1,0,1,"category","correct","category","correct","correct","correct","correct","synonym","correct","synonym","category","wrong","wrong","correct","correct","wrong","wrong","wrong","present","wrong","wrong","correct","present","synonym","wrong",0,1,0,1,0,0.666666666666667,11.129875,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,9,12,14,17,0.375,0.5,0.583333333333333,0.708333333333333
"24","Very trustworthy","Somewhat easy",25,NA,2020-05-08 14:28:14,"779","True","R_9FFax8pnyHOFoLT","5cbcda12a1db9f001a17d8e6","435443",1995,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea","blue swimming trunks","megalith","2 brown bears","nail","chickpea","goblet","old computer monitor","howler monkey","sunflower","brown thimble","crash helmet","squirrel monkey","orange shrimp","small mite","hognose snake","tan basenji","ax","dalmatian","partridge","red cello","white handkerchief","camping tents","coelogyne","brown howler monkey",1,0.8,0.2,1,1,1,1,1,1,0.8,1,1,1,1,1,1,0.6,0,1,1,1,1,1,1,37.988,20.509,10.616,7.889,12.193,10.018,28.131,10.142,26.051,6.325,24.971,22.828,13.322,177.353,22.705,27.414,10.007,13.551,9.463,15.533,9.249,11.631,18.074,12.798,25,1,0,5,2,1,1,0,0,0,0,0,1,1,0,1,0,"present","correct","correct","correct","correct","correct","correct","correct","wrong","synonym","category","wrong","category","correct","correct","wrong","correct","wrong","present","wrong","wrong","wrong","present","synonym","correct",1,1,1,3,1,0.891666666666667,23.2817083333333,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,10,12,15,17,0.416666666666667,0.5,0.625,0.708333333333333
"25","Somewhat trustworthy","Somewhat difficult",4,NA,2020-05-08 14:30:29,"652","True","R_1LiExADvOGP6JxM","5e5fc1d84985132fcea17f1a","843827",2001,"Male","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific","coral reef","swimming trunks","megalith","brown bear","nail","cauliflower","goblet","desktop computer","siaming","gazania","thimble","football helmet","indri","shrimp","mite","hognose snake","basenji","flash memory","staffordshire bullterrier","partridge","pencil sharpner","handkerchief","tent","coelogyne","howler monkey",1,0.8,1,1,1,0.6,1,1,0.6,1,1,1,0.4,1,0.8,0.2,1,0.8,1,1,1,0.8,1,0.4,11.81,45.008,11.092,5.3,7.024,10.842,18.662,7.983,22.187,13.467,35.376,10.671,40.989,9.239,16.532,43.089,12.088,12.376,25.182,33.235,20.456,9.072,30.04,43.755,19,0,1,4,4,0.16,0,0,0,1,0,0,1,0,1,0,1,"category","correct","correct","correct","correct","wrong","correct","synonym","wrong","correct","category","correct","category","correct","correct","wrong","correct","wrong","wrong","wrong","wrong","wrong","present","synonym","correct",1,1,1,3,1,0.85,20.6447916666667,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,10,12,13,16,0.416666666666667,0.5,0.541666666666667,0.666666666666667
